,Alabama-apple-driving,Alabama-apple-walking,Alaska-apple-driving,Alaska-apple-walking,Arizona-apple-driving,Arizona-apple-walking,Arkansas-apple-driving,Arkansas-apple-walking,California-apple-driving,California-apple-walking,Colorado-apple-driving,Colorado-apple-walking,Connecticut-apple-driving,Connecticut-apple-walking,Delaware-apple-driving,Delaware-apple-walking,Florida-apple-driving,Florida-apple-walking,Georgia-apple-driving,Georgia-apple-walking,Hawaii-apple-driving,Hawaii-apple-walking,Idaho-apple-driving,Idaho-apple-walking,Illinois-apple-driving,Illinois-apple-walking,Indiana-apple-driving,Indiana-apple-walking,Iowa-apple-driving,Iowa-apple-walking,Kansas-apple-driving,Kansas-apple-walking,Kentucky-apple-driving,Kentucky-apple-walking,Louisiana-apple-driving,Louisiana-apple-walking,Maine-apple-driving,Maine-apple-walking,Maryland-apple-driving,Maryland-apple-walking,Massachusetts-apple-driving,Massachusetts-apple-walking,Michigan-apple-driving,Michigan-apple-walking,Minnesota-apple-driving,Minnesota-apple-walking,Mississippi-apple-driving,Mississippi-apple-walking,Missouri-apple-driving,Missouri-apple-walking,Montana-apple-driving,Montana-apple-walking,Nebraska-apple-driving,Nebraska-apple-walking,Nevada-apple-driving,Nevada-apple-walking,New Hampshire-apple-driving,New Hampshire-apple-walking,New Jersey-apple-driving,New Jersey-apple-walking,New Mexico-apple-driving,New Mexico-apple-walking,New York-apple-driving,New York-apple-walking,North Carolina-apple-driving,North Carolina-apple-walking,North Dakota-apple-driving,North Dakota-apple-walking,Ohio-apple-driving,Ohio-apple-walking,Oklahoma-apple-driving,Oklahoma-apple-walking,Oregon-apple-driving,Oregon-apple-walking,Pennsylvania-apple-driving,Pennsylvania-apple-walking,Rhode Island-apple-driving,Rhode Island-apple-walking,South Carolina-apple-driving,South Carolina-apple-walking,South Dakota-apple-driving,South Dakota-apple-walking,Tennessee-apple-driving,Tennessee-apple-walking,Texas-apple-driving,Texas-apple-walking,Utah-apple-driving,Utah-apple-walking,Vermont-apple-driving,Vermont-apple-walking,Virginia-apple-driving,Virginia-apple-walking,Washington-apple-driving,Washington-apple-walking,West Virginia-apple-driving,West Virginia-apple-walking,Wisconsin-apple-driving,Wisconsin-apple-walking,Wyoming-apple-driving,Wyoming-apple-walking
2021-03-01,122.68,129.76,124.18,143.2,110.27,114.35,125.55,147.77,97.85,94.49,101.52,108.47,102.49,114.13,121.5,148.55,115.53,127.96,115.81,118.21,77.98,72.73,140.48,151.43,102.45,97.24,115.24,91.23,118.54,127.6,115.25,154.32,120.62,141.69,100.35,37.93,108.35,128.67,97.87,112.79,88.78,77.31,107.7,121.27,94.14,127.12,127.68,171.28,110.92,142.62,142.36,176.2,120.17,123.51,120.35,119.91,102.48,125.07,100.74,118.45,112.81,145.04,93.09,60.43,118.68,127.55,111.44,134.64,112.33,119.77,126.72,129.57,108.77,110.95,104.65,88.65,107.48,117.69,127.13,122.78,129.96,155.78,118.24,115.89,109.57,119.34,128.72,152.53,99.03,97.12,102.84,99.68,118.4,113.64,122.7,109.2,110.14,142.15,137.07,200.51
2021-03-02,121.07,127.66,125.66,144.73,111.65,113.62,128.29,143.05,100.52,95.12,103.44,110.25,107.98,116.97,122.34,157.32,114.99,124.89,116.75,115.57,78.98,72.24,142.59,150.81,106.58,100.72,119.17,92.92,120.74,131.77,119.3,162.09,125.05,145.92,99.53,36.6,111.03,122.4,104.45,120.36,91.14,74.47,109.97,118.03,96.64,130.03,126.11,164.25,113.86,146.68,142.19,173.5,120.98,127.57,120.33,111.71,106.0,125.99,103.8,118.4,114.15,139.42,96.98,60.52,123.4,129.73,117.78,153.19,117.29,126.31,130.11,134.61,110.82,110.78,108.74,92.66,110.16,118.97,128.06,116.91,133.07,164.92,123.03,118.49,117.75,131.07,129.91,153.82,98.04,96.06,108.02,105.39,119.32,111.95,133.32,115.9,111.91,142.85,140.99,177.53
2021-03-03,133.43,146.79,128.79,135.32,114.16,118.4,135.48,148.82,97.6,90.04,107.57,115.6,112.67,128.02,125.85,162.25,118.05,128.49,127.3,131.5,84.04,74.2,149.04,166.0,110.18,110.98,123.86,98.32,125.0,136.95,124.37,164.61,131.1,152.48,111.12,43.04,121.24,142.26,110.44,131.97,97.34,88.25,116.09,128.82,99.15,137.14,139.34,183.24,118.59,156.49,152.09,191.5,129.23,136.5,120.92,111.17,112.31,138.32,108.99,127.69,119.38,146.43,102.95,69.72,129.4,142.46,119.69,157.26,123.1,137.88,133.75,134.7,118.1,120.49,113.7,101.82,120.01,129.13,133.13,125.48,140.18,177.34,127.97,127.58,121.28,133.63,134.95,165.49,99.41,94.04,114.21,115.05,129.88,121.52,131.46,122.38,117.46,156.27,144.72,199.32
2021-03-04,142.71,149.31,134.54,144.08,119.74,127.35,144.28,158.21,105.27,99.78,106.68,110.92,113.41,120.93,126.22,163.76,123.65,136.3,136.54,145.54,82.71,76.26,161.66,179.02,113.01,106.81,127.51,99.5,129.63,138.76,129.04,171.84,135.16,158.31,116.97,46.24,122.9,140.69,110.08,127.99,99.25,85.25,116.49,124.01,104.85,143.24,146.84,190.51,122.18,156.02,160.17,200.69,132.94,137.9,127.93,131.65,114.24,142.1,109.5,125.43,119.35,141.49,102.69,66.37,136.28,148.21,130.93,172.89,123.88,131.11,142.29,138.86,116.96,113.64,114.72,99.48,120.69,126.13,145.34,147.31,153.81,180.86,135.91,139.86,127.02,139.28,148.68,173.42,106.7,94.31,117.06,116.12,128.78,114.39,132.88,115.9,121.39,158.47,149.01,203.58
2021-03-05,171.64,178.85,153.94,164.08,140.33,157.35,165.86,176.31,124.57,120.39,134.25,159.9,133.96,146.71,147.14,193.68,142.25,167.59,171.51,200.48,94.89,87.43,190.45,216.3,133.69,141.47,153.15,122.97,156.85,170.67,151.59,196.84,157.66,189.52,132.92,58.12,142.54,166.63,130.42,150.5,115.43,105.19,135.76,152.09,124.27,174.38,174.52,222.98,144.26,187.25,187.9,244.0,162.25,182.24,149.78,180.77,138.78,170.92,127.72,151.26,139.31,170.84,119.15,79.71,158.38,179.08,156.88,215.63,146.69,168.28,160.95,158.02,132.27,126.86,137.11,126.4,141.87,167.55,171.86,186.42,189.86,239.2,157.21,173.78,150.83,168.99,176.42,222.0,132.22,128.63,138.61,140.34,145.18,137.06,151.64,137.52,149.46,211.42,173.06,245.12
2021-03-06,171.83,191.61,151.74,155.11,137.83,164.63,174.77,197.59,121.69,132.26,134.48,177.66,133.89,153.11,140.06,191.36,131.87,164.74,181.48,252.77,95.08,92.2,179.41,208.16,134.3,169.76,153.03,139.46,164.25,207.04,157.44,223.15,156.06,211.63,134.81,70.49,144.49,202.73,128.17,163.92,115.58,121.96,134.24,164.69,124.05,192.59,179.54,239.14,148.75,217.97,180.98,218.76,171.87,205.74,152.23,216.54,150.79,208.81,128.11,158.82,140.08,172.71,115.55,86.66,154.24,197.29,150.27,208.92,147.55,183.44,162.32,180.48,127.98,142.76,134.53,137.4,142.66,181.74,164.63,199.04,197.43,256.67,161.71,208.4,153.83,194.03,175.53,225.57,138.83,146.23,138.42,153.72,145.98,149.19,144.69,136.13,153.28,250.25,179.38,246.65
2021-03-07,122.03,121.48,122.21,131.25,105.81,113.73,124.98,125.43,97.56,98.42,107.52,128.75,102.31,113.26,109.81,140.49,110.25,134.51,137.64,169.91,81.53,81.04,127.62,134.92,100.78,116.08,110.69,86.84,122.53,130.02,113.38,137.4,116.74,130.72,95.67,44.57,120.89,147.9,97.45,115.88,88.46,85.49,99.44,109.58,97.11,138.59,124.73,151.35,111.43,144.35,149.23,159.57,125.3,125.67,124.93,155.71,119.09,137.32,99.19,119.77,114.27,131.32,91.61,66.11,117.59,127.54,111.38,134.76,108.74,119.6,116.38,109.22,102.72,104.11,103.02,95.34,107.62,123.63,125.2,130.27,148.98,156.07,118.77,128.52,112.39,130.84,111.65,132.05,120.16,94.97,105.62,106.68,111.61,104.87,118.75,97.72,116.43,156.14,151.41,176.33
2021-03-08,132.91,141.09,131.97,151.29,114.58,122.91,134.54,149.78,98.43,93.54,105.66,114.21,105.43,117.24,118.87,152.96,116.68,131.21,128.76,137.21,86.56,78.07,144.37,153.81,106.84,114.61,120.83,95.2,124.08,135.2,119.7,155.13,125.46,148.87,105.97,42.8,115.63,140.02,103.67,120.24,91.43,80.24,110.5,124.35,97.76,141.33,140.16,180.11,113.48,142.74,145.04,165.57,125.73,128.1,124.09,131.11,106.23,137.17,103.46,121.8,116.93,144.46,95.45,61.91,126.35,134.6,115.22,152.98,116.67,127.62,129.65,128.03,109.62,104.66,107.78,92.57,109.34,115.94,137.06,132.43,140.26,177.77,126.25,126.23,118.32,130.68,134.99,165.13,98.21,90.91,108.75,107.61,120.32,110.14,125.7,114.09,113.69,157.14,140.66,181.24
2021-03-09,137.8,146.25,131.17,145.68,116.42,121.93,137.31,150.14,99.29,93.52,108.78,114.33,112.1,128.85,124.42,170.1,119.21,132.81,127.0,131.01,86.08,79.9,147.77,158.14,112.51,120.41,124.32,100.65,128.27,144.13,124.32,158.58,127.88,152.66,110.73,43.5,118.58,139.76,109.86,131.5,98.19,92.2,112.98,124.92,101.49,144.92,141.61,186.54,118.36,150.18,145.36,173.75,132.98,143.21,124.59,123.13,110.37,141.45,110.4,134.93,121.19,146.64,102.38,73.69,129.57,139.94,120.04,146.75,122.91,134.73,135.16,130.51,110.93,108.21,114.36,104.02,117.55,133.36,137.57,132.49,151.45,175.24,127.95,126.8,121.8,132.9,136.34,163.01,98.75,90.98,112.49,113.68,122.74,113.5,128.24,112.44,120.5,165.45,141.98,182.77
2021-03-10,138.98,147.46,131.46,145.29,119.94,124.09,137.59,151.55,96.56,88.48,112.7,114.8,115.6,132.09,129.34,178.21,122.33,136.14,131.34,136.52,88.09,78.63,155.15,169.86,111.54,113.8,125.32,99.62,128.39,132.13,126.34,160.86,132.04,154.86,113.74,44.17,123.13,145.16,113.75,138.22,101.21,95.92,115.49,129.74,97.33,124.9,143.96,186.02,119.32,149.05,159.65,188.78,137.61,137.31,123.52,118.91,113.99,144.7,112.3,134.69,126.95,155.9,105.46,72.97,134.22,146.07,123.55,146.3,125.77,138.78,138.68,135.46,118.76,113.39,119.51,110.49,122.14,135.33,142.74,139.66,134.36,149.2,132.59,131.83,125.13,137.13,139.74,162.6,103.27,108.53,117.25,120.58,131.53,120.92,133.02,117.21,117.63,151.4,140.63,180.38
2021-03-11,148.93,153.07,129.22,145.0,123.9,128.36,144.07,155.03,104.27,96.45,117.15,119.03,121.21,140.45,136.82,190.75,130.41,149.29,139.11,145.57,90.36,81.57,161.99,175.78,116.19,118.6,126.97,101.83,136.89,141.51,134.5,170.77,132.26,151.95,119.11,49.12,126.94,161.2,118.84,146.14,107.63,106.7,117.83,131.38,106.58,146.07,157.77,190.81,121.61,150.92,166.64,195.83,144.31,145.98,130.47,131.8,119.62,158.72,119.88,149.89,134.87,159.0,109.58,81.38,142.61,153.72,132.69,161.05,125.53,134.24,144.6,134.81,123.19,123.32,124.89,117.68,129.06,145.59,153.71,153.5,162.71,182.36,139.76,143.7,131.82,144.94,148.97,173.83,107.2,111.68,123.62,127.92,137.03,125.09,137.21,116.81,124.82,163.7,150.75,185.71
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,189.99,211.05,156.77,159.74,141.57,156.36,173.47,199.2,123.19,132.29,66.78,95.36,139.25,166.83,151.71,215.21,152.77,205.93,173.14,227.56,106.42,105.9,193.91,227.27,142.84,204.65,160.02,151.21,161.29,196.2,151.6,229.14,158.91,204.24,148.53,81.29,149.26,219.95,134.28,177.78,119.53,135.95,140.07,175.92,127.29,203.52,190.67,245.61,149.72,215.4,195.56,238.2,160.21,183.1,164.3,237.82,148.98,215.16,136.79,179.83,171.49,187.91,123.48,102.07,159.43,208.09,149.29,234.76,152.0,197.57,160.57,170.52,138.77,158.48,142.37,154.16,148.19,195.95,185.69,248.82,204.87,282.78,160.88,217.7,155.38,202.66,171.86,212.78,138.74,152.88,146.49,167.53,156.43,163.91,152.14,152.46,156.05,264.83,130.22,192.41
2021-03-14,138.23,135.42,124.01,122.0,117.17,123.33,123.91,121.31,97.6,96.08,49.92,71.02,104.09,114.71,120.93,152.62,121.42,157.64,131.36,154.16,91.18,95.05,135.4,145.56,103.16,117.14,113.25,88.54,116.5,110.72,110.84,132.56,116.64,122.8,103.22,54.76,116.53,135.81,104.34,126.84,89.08,85.31,103.73,116.81,95.51,128.99,139.9,161.14,110.22,129.66,160.06,156.05,109.27,100.91,136.24,174.86,114.12,135.65,108.01,127.75,131.83,136.95,95.12,69.99,122.95,137.63,114.16,122.92,112.62,121.96,121.16,113.32,103.94,99.08,107.53,99.62,109.13,124.69,140.67,151.74,137.13,133.58,127.14,140.3,114.05,134.64,114.15,136.46,115.05,89.7,114.2,114.58,113.44,104.93,124.44,98.96,117.54,150.33,101.84,166.48
2021-03-15,140.84,145.03,127.38,142.22,124.12,134.57,151.56,170.41,98.5,91.61,78.74,98.27,107.75,117.21,125.29,162.02,132.18,159.37,132.93,142.33,102.63,97.93,156.24,166.15,103.6,95.05,116.91,85.91,111.13,112.93,131.35,159.11,125.31,140.49,114.6,51.84,116.06,131.08,107.84,122.06,93.76,78.3,111.02,114.31,90.86,116.42,148.25,189.24,121.43,147.5,162.57,205.84,127.74,119.89,134.93,147.36,105.61,122.56,108.44,124.42,146.39,174.82,98.73,63.08,131.53,139.36,117.58,134.61,118.03,120.92,147.39,150.21,114.43,111.42,112.8,93.29,111.88,112.7,146.16,149.08,116.37,141.98,133.26,140.72,130.72,153.09,145.82,177.82,104.98,87.73,113.47,107.82,124.36,113.57,131.13,108.58,110.69,134.3,132.07,192.32
2021-03-16,139.05,144.76,137.27,155.99,126.27,134.05,154.73,171.58,107.04,100.53,108.4,115.72,110.91,119.15,126.15,163.07,133.13,160.4,127.38,134.76,101.57,98.99,159.76,173.54,113.19,107.74,127.93,98.31,129.07,126.86,135.68,171.47,134.72,156.63,117.71,52.54,122.03,144.44,109.18,121.1,98.75,85.63,115.64,121.7,101.54,126.95,148.27,190.18,128.07,156.4,162.83,193.93,131.08,129.96,137.03,151.0,110.5,131.93,109.43,121.25,140.13,168.6,101.38,64.54,125.74,131.91,121.02,147.11,125.55,134.25,150.85,151.38,120.27,118.32,115.38,95.2,118.16,125.53,139.47,140.38,141.18,173.43,138.67,147.65,132.58,153.47,148.53,180.44,104.91,102.98,112.9,107.44,131.79,124.6,133.46,116.55,118.35,144.36,136.77,182.86
2021-03-17,117.55,124.95,140.27,161.67,134.18,150.13,142.34,157.56,111.19,106.17,118.39,138.65,117.83,131.34,134.73,179.75,140.15,175.96,134.01,146.0,104.89,107.54,166.98,186.32,120.41,114.62,137.88,112.91,136.86,139.94,130.49,159.56,140.3,165.26,111.36,51.2,127.36,165.44,118.92,137.32,106.24,102.72,126.65,152.23,107.75,143.33,125.68,170.84,126.68,155.22,170.57,227.32,138.01,140.39,143.94,161.04,117.65,158.16,114.88,135.0,161.53,187.52,107.02,73.42,142.95,156.09,129.35,162.86,135.36,156.01,151.82,153.21,128.94,132.72,123.62,109.25,127.56,148.91,150.25,158.96,162.47,191.46,126.54,134.62,141.36,165.97,159.22,193.1,107.85,110.3,123.0,123.68,140.05,131.42,147.23,145.16,126.73,160.44,149.35,202.39
2021-03-18,166.31,166.86,144.11,153.88,137.7,151.87,168.51,178.66,113.74,105.27,127.04,144.72,116.67,122.98,128.28,161.15,143.45,172.88,141.08,152.83,104.91,105.26,177.18,188.53,121.8,115.97,133.31,100.96,142.14,145.77,140.1,169.82,147.2,170.99,139.0,63.02,126.3,150.37,112.27,125.63,104.5,90.28,121.74,124.89,113.35,154.22,173.14,219.87,135.25,160.73,176.71,221.85,146.79,150.12,149.28,175.24,115.82,141.92,110.53,122.66,160.94,198.88,105.61,65.42,128.25,140.68,138.08,172.56,129.16,133.34,157.99,149.51,128.76,118.47,117.96,96.76,124.56,131.66,137.97,147.77,183.36,210.78,149.77,161.5,148.77,173.32,166.03,198.07,109.64,100.44,120.72,113.24,139.65,124.72,144.22,120.14,130.83,163.25,157.66,218.59
2021-03-19,197.56,198.08,165.3,169.71,155.68,176.2,200.61,218.95,134.5,128.89,148.74,180.79,139.14,154.33,158.84,207.25,163.99,204.88,177.44,204.52,113.58,116.67,208.04,229.62,149.05,163.79,167.82,144.38,170.44,186.02,169.57,221.57,179.84,217.72,157.08,77.89,152.09,198.85,137.98,159.09,121.8,118.78,145.03,166.81,132.54,188.44,200.36,257.88,167.6,225.38,198.44,235.43,177.33,193.03,172.01,221.92,142.76,187.25,135.7,162.3,182.92,221.37,126.18,89.17,164.97,188.54,154.34,205.12,158.28,181.34,184.02,190.63,148.34,140.85,146.21,138.52,149.19,180.51,192.43,214.61,220.77,301.42,177.2,210.86,170.24,205.57,197.69,245.29,134.98,134.84,143.89,148.94,159.68,150.73,165.38,149.7,158.48,217.4,181.83,276.76
2021-03-20,203.7,211.89,161.56,164.97,153.93,182.35,190.91,224.89,132.05,144.5,152.34,197.16,146.46,179.23,164.05,225.21,155.23,208.23,187.37,241.91,111.14,119.03,200.04,231.11,152.56,210.25,166.44,162.56,171.79,208.2,168.89,227.34,181.62,239.38,155.57,91.61,159.48,253.77,141.76,184.85,127.51,158.38,146.23,186.33,132.48,210.09,203.6,269.3,170.27,252.21,193.45,233.42,187.84,208.61,177.75,261.09,156.03,232.05,144.77,191.73,175.61,214.78,130.55,115.14,169.63,216.85,154.84,220.21,162.87,210.82,178.17,191.28,142.9,153.65,152.21,171.4,158.93,217.58,191.24,245.81,222.8,309.53,189.65,266.65,169.17,226.15,189.4,230.02,142.41,164.14,153.78,174.62,157.27,160.12,162.83,164.57,164.35,260.86,186.77,239.83
2021-03-21,136.42,132.2,125.66,122.49,119.82,131.72,139.47,142.17,109.29,112.05,106.05,114.84,118.31,138.61,127.78,157.72,119.68,150.01,133.02,147.2,93.58,103.4,145.26,151.12,116.28,151.94,123.54,106.25,131.37,126.27,124.06,151.86,136.65,155.04,111.34,55.95,134.14,184.43,112.06,138.56,102.07,117.95,111.92,135.23,98.49,136.36,145.33,171.09,127.09,160.91,160.77,156.28,132.51,120.38,147.41,187.51,128.01,168.04,114.45,146.82,134.19,152.5,106.17,88.48,127.46,142.09,118.66,131.42,124.29,142.25,132.68,116.39,116.15,117.46,116.53,117.97,126.46,154.58,139.38,143.88,167.49,162.43,138.9,156.7,125.99,145.26,122.38,140.77,120.52,116.26,120.83,123.11,121.53,115.05,130.92,107.42,126.15,173.31,163.39,174.84
2021-03-22,146.59,156.25,133.97,151.45,125.61,137.14,149.03,161.9,108.85,105.12,106.22,112.52,115.61,132.72,131.28,176.46,127.46,148.52,136.84,146.78,99.14,103.45,157.02,162.61,117.77,129.93,131.34,107.86,126.3,123.81,123.9,155.15,137.72,160.89,114.24,49.39,126.96,167.07,114.48,134.73,102.43,99.04,119.39,136.42,102.07,140.72,150.21,195.39,124.84,154.15,161.26,186.88,122.06,117.79,142.35,164.32,116.62,153.97,113.91,139.2,131.8,165.57,105.82,74.84,137.02,148.36,122.18,156.84,129.53,143.38,128.7,120.08,128.65,127.87,118.37,105.18,121.09,136.99,147.62,151.65,151.25,174.53,139.28,144.15,120.44,131.67,151.57,175.55,105.76,105.2,120.09,118.6,131.26,122.77,136.99,118.97,123.31,162.86,149.91,191.39
2021-03-23,139.73,144.71,136.77,147.11,125.04,131.07,148.82,161.25,111.37,106.94,111.9,115.86,120.69,139.69,132.83,177.72,128.61,148.32,134.42,143.11,100.2,103.76,162.79,175.33,116.28,114.4,132.02,101.74,127.08,124.54,126.0,155.35,137.66,158.54,100.58,40.14,128.85,174.14,118.3,136.68,105.99,102.88,121.96,136.44,101.23,132.73,135.75,173.79,123.05,148.18,162.83,190.27,125.43,117.54,139.95,151.79,117.18,161.35,117.28,140.07,130.92,158.73,109.73,77.42,137.02,145.18,124.53,153.28,132.86,145.36,139.38,135.25,133.05,138.22,122.25,108.11,129.19,152.46,149.53,150.36,146.95,163.96,137.21,139.21,128.59,144.33,152.42,177.2,105.47,119.89,118.75,116.63,136.01,130.24,138.24,123.22,123.48,151.41,151.49,191.0
2021-03-24,148.35,161.66,138.56,146.91,130.43,139.57,158.85,175.07,115.15,109.22,113.13,117.13,120.39,132.53,125.89,160.58,132.5,150.86,139.95,150.88,101.69,105.17,165.44,174.79,122.9,125.03,138.98,110.65,134.06,131.86,134.43,164.1,145.78,171.26,113.37,47.24,130.07,162.53,112.26,124.07,107.85,102.01,125.02,140.12,103.12,130.91,149.01,200.65,133.75,168.61,166.68,200.78,135.44,130.84,143.37,156.04,118.05,147.27,112.25,127.01,135.79,152.79,108.26,67.54,141.44,154.07,128.77,155.87,136.21,151.99,140.56,135.4,131.16,126.06,119.34,98.81,127.65,144.73,151.54,155.7,157.06,183.0,146.39,154.72,128.95,143.5,158.97,187.93,107.22,106.95,121.11,112.89,138.31,124.07,140.53,123.63,128.26,159.7,159.52,203.88
2021-03-25,132.15,130.73,136.5,141.25,133.4,140.27,150.78,155.7,117.46,109.79,124.8,132.87,128.16,143.7,140.71,177.47,137.05,160.19,141.45,148.94,104.41,108.53,169.79,171.83,124.47,123.79,135.17,103.0,141.34,139.38,137.04,165.21,143.97,162.85,120.06,52.71,126.96,159.49,123.63,143.63,113.1,109.31,126.83,136.19,112.83,155.94,142.51,181.84,133.22,164.25,171.77,211.43,143.66,143.44,149.47,167.27,120.42,153.59,122.7,148.28,144.47,167.9,116.24,83.61,144.97,154.7,135.93,165.81,135.65,148.62,148.07,146.08,137.48,136.39,128.77,114.02,134.66,152.68,159.62,167.49,171.39,205.83,133.07,146.01,137.17,156.28,167.14,186.1,113.07,116.12,130.34,128.41,143.02,135.44,148.63,121.31,133.82,161.88,170.06,219.1
2021-03-26,199.48,206.8,165.8,178.95,153.31,171.34,189.67,209.29,139.16,134.06,140.88,159.88,146.17,165.92,176.69,232.72,158.56,192.42,178.53,206.68,112.77,119.45,199.23,226.48,149.18,159.91,164.71,130.2,171.89,182.86,171.31,222.17,190.51,208.99,149.51,76.62,147.85,195.42,152.67,190.76,127.9,132.52,144.31,159.58,131.86,184.43,196.3,254.36,170.0,232.86,203.17,239.76,175.72,181.43,176.37,229.42,138.8,190.51,145.17,183.07,160.15,191.98,133.59,101.56,175.43,211.51,162.47,216.2,160.33,178.84,183.03,189.48,155.42,160.6,155.3,151.58,152.19,183.71,192.93,222.65,212.28,263.46,197.55,252.29,166.23,200.42,197.95,238.09,123.83,130.53,164.07,174.69,166.43,160.29,175.19,148.74,160.15,213.16,189.05,248.14
2021-03-27,197.64,204.56,159.33,158.95,152.51,180.19,171.36,196.72,136.31,150.65,139.73,176.77,155.09,188.3,170.19,237.71,155.69,205.38,180.96,243.31,118.61,124.32,192.71,222.68,148.83,196.21,167.04,161.75,181.05,214.19,175.17,240.19,188.17,226.46,146.48,87.93,161.76,242.47,150.66,201.94,134.68,167.5,141.14,177.06,122.95,179.64,191.96,262.88,169.16,256.51,202.64,241.98,188.97,205.77,179.59,278.5,156.64,240.24,150.77,205.1,157.68,199.36,135.33,122.12,168.63,221.57,161.33,219.4,166.86,219.74,180.55,196.95,148.52,171.56,155.71,177.19,169.61,232.53,201.21,262.4,219.91,277.41,165.46,217.13,167.8,226.52,201.25,256.45,135.04,148.52,165.3,181.69,163.94,176.13,171.06,157.11,153.21,223.5,191.53,256.76
2021-03-28,133.45,129.06,118.99,115.41,118.24,133.5,139.32,142.53,115.37,120.76,112.29,134.01,101.45,112.15,121.01,143.7,121.46,154.05,122.4,142.27,95.04,106.96,141.69,153.11,111.91,129.03,116.15,89.65,134.48,131.6,125.96,153.43,131.91,141.43,100.88,52.75,118.25,142.4,100.96,118.51,90.19,86.52,100.57,109.29,99.48,140.72,134.6,160.42,126.49,160.95,164.67,172.08,134.95,131.41,155.96,207.79,110.0,137.34,98.82,118.0,126.43,147.62,91.09,64.15,123.22,142.32,116.33,129.64,113.35,121.93,129.58,123.13,120.7,113.94,104.19,95.34,107.52,122.28,146.33,166.94,170.0,170.86,142.71,168.63,119.1,143.77,131.05,155.98,106.17,93.99,115.15,116.15,120.95,113.27,130.98,102.24,121.27,157.45,166.28,176.55
2021-03-29,148.35,160.38,131.58,138.71,125.78,136.79,145.89,162.25,113.41,112.48,116.21,130.98,119.93,133.48,138.03,185.26,129.14,153.19,138.73,157.2,101.74,108.11,156.02,163.26,121.9,136.18,133.65,109.87,135.52,142.22,129.71,167.24,142.95,169.05,116.31,52.74,123.32,152.04,117.31,137.29,103.08,97.8,121.85,135.09,107.55,161.51,148.49,203.08,128.1,164.36,157.78,178.84,136.54,136.15,149.09,179.39,114.84,143.3,118.57,141.55,131.5,168.65,109.27,77.17,141.66,159.44,123.38,152.71,132.06,143.62,139.35,135.72,122.71,120.97,122.61,108.9,124.21,140.16,158.25,185.78,171.91,203.66,150.07,165.73,126.14,143.54,154.7,180.87,106.71,99.11,127.37,126.42,133.16,125.22,143.19,121.69,129.01,172.11,154.68,195.48
2021-03-30,148.23,166.63,134.51,137.7,128.48,140.32,142.91,153.81,116.2,115.63,110.01,113.19,132.56,146.83,143.22,192.16,132.67,154.02,140.32,154.68,106.73,107.47,164.14,169.16,124.94,136.87,137.67,113.05,138.04,139.08,135.34,170.95,145.61,172.53,118.75,52.51,130.55,168.33,126.04,149.5,110.97,109.25,126.35,146.11,108.33,142.59,145.87,193.27,131.54,162.39,164.43,193.31,140.44,135.48,144.15,166.56,120.27,161.87,127.47,155.47,134.36,168.19,121.79,87.87,146.07,164.67,119.35,143.64,140.67,156.09,141.97,138.56,126.77,128.16,131.93,121.56,132.5,148.36,160.49,180.33,162.11,175.6,149.55,159.95,129.58,145.47,157.83,186.56,112.15,114.76,130.27,133.42,138.13,132.08,145.69,126.42,132.05,173.93,160.57,187.29
2021-03-31,140.44,148.96,139.03,151.63,132.35,142.53,148.57,165.13,122.17,121.22,121.56,133.71,126.46,137.56,146.38,181.55,136.63,157.48,135.93,143.23,107.42,110.53,169.65,183.24,128.49,131.59,141.58,109.23,143.66,143.78,139.44,178.78,145.73,164.18,121.19,52.62,131.8,165.02,120.74,135.74,112.77,111.52,127.61,138.44,112.35,149.06,142.75,186.59,135.56,166.38,176.78,212.6,145.16,138.0,149.02,169.18,120.53,152.36,122.97,143.48,140.54,173.78,114.75,76.28,144.3,157.39,132.27,166.75,138.13,147.64,144.25,147.2,138.84,144.43,129.43,108.15,134.42,147.32,160.4,174.08,173.57,211.53,147.23,152.44,132.45,146.44,165.43,193.37,115.11,113.92,128.97,122.1,146.39,140.98,146.13,124.7,136.05,169.51,165.19,201.28
2021-04-01,176.15,183.07,144.73,148.44,138.67,149.4,165.75,181.17,126.52,123.3,129.53,153.3,135.44,142.08,151.72,194.02,143.27,167.25,159.69,182.44,110.09,113.58,181.2,199.48,137.16,143.02,148.64,110.13,159.67,159.36,148.62,195.06,159.12,180.84,140.34,62.84,130.88,162.37,129.74,147.67,114.81,105.04,129.95,141.54,120.52,162.44,174.23,225.72,147.44,182.77,188.76,221.09,164.11,160.4,155.17,188.19,118.68,148.24,128.93,151.32,149.49,182.8,117.47,80.75,161.74,176.03,152.47,198.67,143.01,150.85,157.71,153.19,138.02,143.92,136.29,118.82,137.92,150.92,183.98,202.41,198.17,232.27,169.98,181.38,147.09,165.79,172.4,211.52,107.79,96.65,140.09,132.75,146.68,139.57,163.3,128.0,146.16,190.66,173.75,207.08
